"841","A lamp being moved side-to-side by a police officer ahas the same meaning as the red light of a traffic signal for all direction of the vehicles. ","True","False","optionF"
"842","When proceeding near an intersection, and an emergency vehicle approaches you, you should move away from the intersection, move to the left side of the road and proceed at a reduced speed. ","True","False","optionF"
"843","It is prohibited to drive in lined-up group of more than two vehicles, because doing so would be regarded as the reckless driving of so-called &quot;automobile gangs.&quot; ","True","False","optionF"
"844","Even when you are moving at a reduced speed keeping a short distance form the vehicle in front because the traffic ahead is heavily congested, you must not stop inside the pavement marking shown on the left.  <hr><img src=https://nihondrive.com/uploads/quiz/even-when-you-are-moving-at-a-reduced-sp-1043.png width=70%> ","True","False","optionT"
"845","When you proceed through a railroad crossing in succession to the vehicle in front, you must still stop and confirm safety. ","True","False","optionT"
"846","The sign shown on the right, which is attached at the bottom of the main traffic sign, refers to the starting point of the traffic regulation indicated by the main traffic sign. ","True","False","optionT"
"847","If safety to the front, back left and right is ensured before giving a signal to start, the driver need not check it again. ","True","False","optionF"
"848","After overtaking  a vehicle, you should move back to the left lane as quickly as possible. ","True","False","optionF"
"849","Do not lend your car to a person who has had even a little to drink and who may drive later. ","True","False","optionT"
"850","Vehicles may drive across bicycle crossings when entering or exiting an establishment located on the other side of it. ","True","False","optionT"
"851","When passing a stopped vehicles, drivers are not required to check whether there are people in the vehicle. ","True","False","optionF"
"852","When there are three or more vehicular lanes provided for traffic traveling in the same direction, vehicles must choose one of the lanes, other than the right most lane, to proceed depending on the speed they are traveling at. ","True","False","optionT"
"853","A truck was parked on your side of the road and a regular-size motorcycle was coming toward you in the oncoming vehicular lane. You accelerated to pass the truck before the motorcycle had passed the section of the road where the truck was parked. ","True","False","optionF"
"854","Vehicles and mopeds are prohibited from overtaking other vehicles at or within 40 meters of pedestrian crossings or bicycle crossings. ","True","False","optionF"
"855","When a vehicle attempts to make a right turn at an intersection and there is an oncoming two&ndash;wheeled vehicle attempting to proceed straight through, the vehicle attempting to turn right has the right of way and may proceed first. ","True","False","optionF"
"856","Drivers must sound the horn at any intersection where visibility is poor, even if it is outside of zones denoted by a ","True","False","optionF"
"857","You may not stop or park within the areas where the sidewalk is marked as shown on the left, except when you stop in conformity with a traffic light indication or to avoid danger.  <hr><img src=https://nihondrive.com/uploads/quiz/you-may-not-stop-or-park-within-the-area-887.png width=70%> ","True","False","optionF"
"858","Mini car is a regular vehicle so it is not probated on the expressway. ","True","False","optionF"
"859","When you drive by a pedestrian using a white cane or a walking aid, an elderly person or a physically-disabled person having difficulty walking, you must stop or slow down in order to ensure the safety of these people. ","True","False","optionT"
"860","The signal for making a U-turn is the same for that of a right turn. ","True","False","optionT"
"861","Overthinking is prohibited inside tunnels even if the tunnels have vehicular lanes. ","True","False","optionF"
"862","When passing a pedestrian the vehicle must maintain a safe distance, or otherwise proceed slowly. ","True","False","optionT"
"863","A police officer's hand signal as shown in the figure has the same meaning as the yellow traffic light of a traffic signal for traffic proceeding in the direction of the arrows.  <hr><img src=https://nihondrive.com/uploads/quiz/a-police-officer-s-hand-signal-as-shown--327.png width=70%> ","True","False","optionF"
"864","When driving across a pedestrian crossing or a bicycle crossing, you must always stop before the crossing even when there are no pedestrians or bicycles. ","True","False","optionF"
"865","When proceeding behind a vehicle, a driver must maintain enough distance between vehicles so as to avoid colliding with the vehicle ahead if it stops suddenly.  In that case, when the vehicles are proceeding faster, the distance must be larger. ","True","False","optionT"
"866","Where this traffic sign as indicated, you must proceed while reducing to a speed at which you can come to an immediate halt.  <hr><img src=https://nihondrive.com/uploads/quiz/where-this-traffic-sign-as-indicated-you-1091.png width=70%> ","True","False","optionT"
"867","A driver may select any type of clothing for driving as long as he or she is not naked. ","True","False","optionF"
"868","A driver slowed down and passed by a school bus which had stopped to let children get on and off the bus. ","True","False","optionF"
"869","It is in not advisable to shift lanes too often on roads with vehicular lanes, because doing so would inconvenience the vehicles behind and may induce accidents. ","True","False","optionT"
"870","Overtaking is prohibited at a railway crossing or within 30 meters before one. ","True","False","optionT"
"871","On roads regulated by the traffic sign shown on the left, the rider of a large- or regular-size motorcycles may not ride double.  <hr><img src=https://nihondrive.com/uploads/quiz/on-roads-regulated-by-the-traffic-sign-s-1039.png width=70%> ","True","False","optionT"
"872","When crossing a road that has right of way, or a road that is wider than the one you are traveling, you must slow down and avoid impeding the traffic flow of the cross road. ","True","False","optionT"
"873","A driver overtake a truck inside a tunnel with vehicular lanes. ","True","False","optionT"
"874","A vehicle may cross to the right to a minimum extent when it cannot proceed on the left side of the road due to road constructions, road damage or other similar situations. ","True","False","optionT"
"875","When overtaking, a vehicle should pass on the right side of the vehicle ahead, unless the vehicle ahead is in the center of the road in order to make a right turn. ","True","False","optionT"
"876","A person who obtains only a regular driver's license may not ride a large-size motorcycle or a regular motorcycle. ","True","False","optionT"
"877","A pavement marking as shown in the figure designates a &quot;no stopping zone.&quot;  <hr><img src=https://nihondrive.com/uploads/quiz/a-pavement-marking-as-shown-in-the-figur-308.png width=70%> ","True","False","optionF"
"878","A signal for turning right or left must be given 30 meters in advance of making the turn. ","True","False","optionT"
"879","Yellow pavement markings indicate stronger regulations than those indicated with white pavement markings. ","True","False","optionT"
"880","When the traffic ahead is heavily congested and you do not think it is possible to pass through a pedestrian crossing or a railroad crossing once you enter it. You must stay behind the crossing even when the traffic light turn green because a green light does not mean to &quot;Proceed.&quot; ","True","False","optionT"
"881","On a road where there are no vehicular lanes designated, automobiles may proceed anywhere to the left of the centerline of the road. ","True","False","optionF"
"882","Only streetcars may make a left turn at a traffic signal as shown in the figure.  <hr><img src=https://nihondrive.com/uploads/quiz/only-streetcars-may-make-a-left-turn-at--340.png width=70%> ","True","False","optionT"
"883","You should adjust the driver's seat of the four-wheeled vehicle so that your knee is stretched out when you step on the clutch pedal. ","True","False","optionF"
"884","When a police officer is making a hand signal with his/her arms held out straight to the sides horizontally on a road without a pedestrian crossing or similar situation other than at an intersection, vehicles facing the police officer must stop 1 meter before him/her. ","True","False","optionT"
"885","This traffic sign shown on the left is one of the warning signs designating a &quot;Pedestrian Crossing&quot; ahead.  <hr><img src=https://nihondrive.com/uploads/quiz/this-traffic-sign-shown-on-the-left-is-o-911.png width=70%> ","True","False","optionF"
"886","When driving with a child on board, you do not have to use a child seat, if the child is sick, or if the child objects to using it. ","True","False","optionF"
"887","When passing a route bus that has stopped at a bus station, it is reasonable to assume that people may come out from the back of the bus at any time. ","True","False","optionT"
"889","When making a left turn at an intersection, a driver must be careful because the rear wheels might hit pedestrians or cyclists due to a wheelbase differential. ","True","False","optionT"
"890","If one drives without carrying a driver's license, it is regarded as driving without a valid license even if he or she is licensed. ","True","False","optionF"
"891","Vehicles and streetcars facing a signal as shown in the figure cannot proceed beyond the stopping position.  <hr><img src=https://nihondrive.com/uploads/quiz/vehicles-and-streetcars-facing-a-signal--146.png width=70%> ","True","False","optionT"
"892","In areas regulated by these traffic signs shown, pedestrians and bicycles may pass through.  <hr><img src=https://nihondrive.com/uploads/quiz/in-areas-regulated-by-these-traffic-sign-1081.png width=70%> ","True","False","optionT"
"893","Regulatory signs prohibit specific driving conduct, or designated drivers and pedestrians to observe specific traffic regulations. ","True","False","optionT"
"894","On a road where the road and the sidewalks are not separated, vehicles must slow down when passing near a pedestrian. ","True","False","optionF"
"895","You must proceed on the left side of roads without vehicular lanes, except when you attempt to overtake other vehicles. ","True","False","optionT"
"897","You may reduce  speed sufficiently to allow you to stop any time where you pass through bicycle crossings. ","True","False","optionF"
"899","When you shift lanes in order to enter a building located alongside the road, you must signal 30 meters in advance of changing lanes. ","True","False","optionF"
"900","Before proceeding therough a railroad crossing where visibility is good drivers are not required to bring their vehicles to a complete stop just before the railroad crossing (or just before the stop line if present) they may proceed after slowing down and ensuring safety. ","True","False","optionF"
"901","At intersections where traffic signs and pavement markings indicate the direction such as straight and left turn, vehicles may proceed only in the direction indicated. ","True","False","optionT"
"902","When following another vehicle, the driver must keep a sufficient distance between vehicles to avoid colliding with the vehicle ahead if it comes to a sudden stop. ","True","False","optionT"
"903","Two-wheeled vehicles  may always proceed in the exclusive lane for route buses, it there are no route buses in the vicinity. ","True","False","optionF"
"905","When you change lanes while proceeding in the same direction, you do not have to signal because changing lanes is different form turning right or left. ","True","False","optionF"
"906","Novice drivers (those driving for less than one year on a regular driver's license) are obliged to display a &quot;novice driver sign&quot; in order to have drivers in the vicinity notice and watch out for them. ","True","False","optionT"
"908","The drivers of all vehicles must not only observe the traffic rules but also take out automobile insurance as a measure of precaution and always have first-aid tools at hand. ","True","False","optionT"
"909","When proceeding on a road without a halfway line, you should proceed along the center of the road because a pedestrian may dash out onto the street at any moment. ","True","False","optionF"
"910","You may overtake a vehicle proceeding ahead of you at a corner of the road with sufficient space for overtaking. ","True","False","optionF"
"911","Serving or offering alcohol to someone who will soon be driving is prohibited. ","True","False","optionT"
"912","Overtaking mopeds is permitted, even where overtaking other vehicles is prohibited. ","True","False","optionF"
"913","In areas where vehicular lanes are separated by a yellow line, you may cross over the halfway line to make a right or left turn. ","True","False","optionF"
"914","When proceeding behind a large-size motorcycle on a road where it is regulated to &quot;Sounding Zone&quot; you sounded the car horn to let an oncoming vehicle know your vehicle was approaching the corner of the road. ","True","False","optionF"
"915","If an emergency automobile approaches, vehicles near an intersection must move to the left side of the road and come to a stop outside the intersection. ","True","False","optionT"
"916","When the traffic light you are facing indicates a flashing yellow light, you must first come to a halt and then proceed while exercising caution. ","True","False","optionF"
"917","You can drive even if you have only had a little to drink ","True","False","optionF"
"918","In areas are regulated by this traffic sign, no vehicles may pass through.  <hr><img src=https://nihondrive.com/uploads/quiz/in-areas-are-regulated-by-this-traffic-s-1005.png width=70%> ","True","False","optionF"
"919","If the cross street is a road with a right of way or is wider, a vehicle must stop completely and must not obstruct the progress of the crossing traffic. ","True","False","optionF"
"920","The pavement marking shown in the figure designates that vehicles must not enter this area.  <hr><img src=https://nihondrive.com/uploads/quiz/the-pavement-marking-shown-in-the-figure-344.png width=70%> ","True","False","optionT"
"923","The correct time to signal to move into the left lane while traveling straight is when the driver is about to turn the steering wheel. ","True","False","optionF"
"924","On roads regulated by this traffic sign shown on the left, vehicles proceeding in the lane 3 must not proceed straight or execute a left turn.  <hr><img src=https://nihondrive.com/uploads/quiz/on-roads-regulated-by-this-traffic-sign--903.png width=70%> ","True","False","optionT"
"925","A driver must start the vehicle immediately after a traffic signal turns green, because the green signal designates &quot;must proceed.&quot; ","True","False","optionF"
"926","When passing beside a pedestrian, who is visually-impaired and walking with a white or yellow cane, you must stop or slow down when driving past him/her, and should never impede the progress of that person; however, if a visually implied person is walking with the aid of a seeing-eye dog, he/she is regarded as an ordinary pedestrian and so stopping or slowing down in not required. ","True","False","optionF"
"927","The stopping distance of vehicle refers to distance consisting of reaction distance and the braking distance. ","True","False","optionT"
"928","A hand signal as shown in the figure, with the arm extended diagonally downward from the vehicle, is used to indicate that the vehicle is reversing.  <hr><img src=https://nihondrive.com/uploads/quiz/a-hand-signal-as-shown-in-the-figure-wit-302.png width=70%> ","True","False","optionF"
"929","A vehicle is not required to stop when proceeding through a railway crossing with an alarm if the alarm is not sounding ","True","False","optionF"
"930","You do not need to be concerned about other drivers or pedestrians in the traffic as long as you are observing the traffic rules. ","True","False","optionF"
"931","To overtake, the driver must first turn on the right turn signal while moving to the right side, and then check the situation behind. ","True","False","optionF"
"932","The pavement markings shown on the left designate that there is either a pedestrian crossing or a bicycle crossing ahead.  <hr><img src=https://nihondrive.com/uploads/quiz/the-pavement-markings-shown-on-the-left--1028.png width=70%> ","True","False","optionT"
"933","People who have been licensed for driving large vehicles are qualified to drive large vehicles, medium-size vehicles, semi medium-size vehicles, regular vehicles, large size motorcycles, light special equipment, and mopeds (motorized bicycle). ","True","False","optionF"
"934","A person with a motorized bicycle license is not permitted to drive a vehicle with engine displacement of exceeding 50 cc. ","True","False","optionT"
"935","Vehicles may not use the vehicular lane regulated by this traffic sign shown on the left, even when the traffic is light and you do not see any route buses in the vicinity.  <hr><img src=https://nihondrive.com/uploads/quiz/vehicles-may-not-use-the-vehicular-lane--1001.png width=70%> ","True","False","optionF"
"939","You must always observe the traffic light you are facing, and you may not start moving forward when the traffic light facing the cross road turns red. ","True","False","optionT"
"940","When there is a pedestrian who is about to cross at a pedestrian crossing, a vehicle may sound the horn to alert the pedestrian after making a stop and proceed through the crossing before the pedestrian starts crossing if the driver is in a hurry. ","True","False","optionF"
"941","When overtaking a vehicle proceeding near the center line for executing a right turn, vehicles must pass on the right side of that vehicle. ","True","False","optionF"
"942","A driver proceeded in the manner depicted by the arrow and tool a U-turn on the road where there were pavement markings shown on the left. ","True","False","optionF"
"943","When vehicular lanes are designated by a yellow line, vehicles must not cross the line, even when making a left or right turn. ","True","False","optionT"
"944","Large motorcycles and regular motorcycles, excluding motorized bicycles, must not proceed on a road with a traffic sign as shown in the figure.  <hr><img src=https://nihondrive.com/uploads/quiz/large-motorcycles-and-regular-motorcycle-255.png width=70%> ","True","False","optionF"
"945","When a police officer gives this had signal shown in the diagram, the traffic coming from the directions indicated by the arrows, may proceed.  <hr><img src=https://nihondrive.com/uploads/quiz/when-a-police-officer-gives-this-had-sig-1057.png width=70%> ","True","False","optionF"
"946","When you proceed beside a safety zone, you must slow down even when there is no pedestrian inside. ","True","False","optionF"
"947","You must not overtake or pass other vehicles ( with the exception of light vehicles) at or within 30 meters of the pedestrian crossing or bicycle crossing. ","True","False","optionT"
"948","When moving into traffic from the edge of the road, it is not particularly necessary to signal if the driver makes sure there are no vehicles approaching from the rear. ","True","False","optionF"
"950","The stopping distance refers to the distance from the point at which the brakes are applied to the point at which the vehicle comes to a complete halt. ","True","False","optionF"
"951","When there is no stop line at an intersection regulated by traffic light, you are supposed to stop right before the traffic light. ","True","False","optionF"
"952","Once you have passed the driver's license examination, you may operate a vehicles on public roads even before the issuance of your driver's license. ","True","False","optionF"
"953","When entering a railroad crossing with  good view, you do not have to stop before entering if you can assure safety. ","True","False","optionF"
"954","A steep downward slope is suitable for overtaking because it is easy to accelerate. ","True","False","optionF"
"955","For the traffic approaching the intersection from the direction indicated by the arrows shown in the diagram, the hand signal of police officer is equivalent to yellow traffic sign.  <hr><img src=https://nihondrive.com/uploads/quiz/for-the-traffic-approaching-the-intersec-885.png width=70%> ","True","False","optionT"
"956","The brakes work in conjunction with the brake lights, so it is not advisable to stop on the brake pedal several times in succession to alert the vehicle behind. ","True","False","optionF"
"959","It is prohibited to cross or make a U-turn on roads regulated by this traffic sign shown on the left.  <hr><img src=https://nihondrive.com/uploads/quiz/it-is-prohibited-to-cross-or-make-a-u-tu-894.png width=70%> ","True","False","optionF"
"960","Even on roads having on intersections nearby, you must stop to  give way to an approaching emergency vehicle. ","True","False","optionF"
"961","The pavement markings shown on the left prohibit vehicles proceeding on Vehicular Lane A from moving into Vehicular Lane B, and vice versa.  <hr><img src=https://nihondrive.com/uploads/quiz/the-pavement-markings-shown-on-the-left--998.png width=70%> ","True","False","optionT"
"963","When making a left turn, a vehicle must initially approach the intersection as close to the left edge of the road as possible and pass around the curb of the intersection while slowing down. ","True","False","optionT"
"964","You do not have to observe that hand signals of a traffic warden because he/she is not a police officer. ","True","False","optionF"
"965","When passing a vehicle stopped on the road, a driver must ensure safety, slow down or maintain enough space between his or her vehicle and the stopped vehicle, and anticipate that a door of the vehicle may suddenly open. ","True","False","optionT"
"966","Correct posture of motorcycle, shoulders relax and your elbows should be slightly bent. ","True","False","optionT"
"967","A traffic sign as shown in the figure indicates that two roads will merge and the road will become wider.  <hr><img src=https://nihondrive.com/uploads/quiz/a-traffic-sign-as-shown-in-the-figure-in-128.jpg width=70%> ","True","False","optionF"
"969","When starting the vehicle, it is advisable for a driver to check the vehicle's surroundings, give a signal that you are about to move, and check the safety around the vehicle again after the signal. ","True","False","optionT"
"970","On a road with a traffic sign as shown in the figure, there are humps or dips ahead.  <hr><img src=https://nihondrive.com/uploads/quiz/on-a-road-with-a-traffic-sign-as-shown-i-147.png width=70%> ","True","False","optionT"
"972","In areas designated by this traffic sign, you must drive at a reduced speed before hand so as not to apply brakes.  <hr><img src=https://nihondrive.com/uploads/quiz/in-areas-designated-by-this-traffic-sign-1103.png width=70%> ","True","False","optionT"
"974","When you catch up with a route bus, which has stopped at a bus station,  you must wait behind the bus until it starts to move forward. ","True","False","optionF"
"976","When being overtaken, you may not increase your speed until the vehicle has completely finished overtaking your vehicle. ","True","False","optionT"
"977","A pavement marking as shown in the figure indicates no parking.  <hr><img src=https://nihondrive.com/uploads/quiz/a-pavement-marking-as-shown-in-the-figur-213.png width=70%> ","True","False","optionT"
"979","When parking your vehicle in a parking space, it is advisable to enter the space head-on, and exit by backing up. ","True","False","optionF"
"980","People over the age of 16 may apply for a license for large-size motorcycle. ","True","False","optionF"
"981","Where the maximum speed limit is not indicated by traffic signs, etc., drivers are permitted to travel at any speed that they feel is safe. ","True","False","optionF"
"982","The signal to be given when moving into traffic after parking at the left edge of the road is the same as that given when intending to move into the lane to the right while traveling straight. ","True","False","optionT"
"983","Selecting a two wheeled vehicle should be about to walk a full figure of eight. ","True","False","optionT"
"984","Where there are yellow markings on the curbstones of a pedestrian walkway as shown in the diagram, you may not part or stop in these areas.  <hr><img src=https://nihondrive.com/uploads/quiz/where-there-are-yellow-markings-on-the-c-1011.png width=70%> ","True","False","optionT"
"985","When you catch up with a streetcar, which has stopped at a streetcar station so as to let the passengers get on and off, you must wait behind; however, when there is a safety zone provided you may proceed  at the same speed without having to slow down even it there are passengers getting on and off. ","True","False","optionF"
"986","An automobile may overtake an automobile ahead that is already attempting to overtake another automobile if safety ahead is assured. ","True","False","optionF"
"987","A driver violated a traffic regulation while under the probationary novice-driver term, and received notification indicating that he had been listed as a candidate for the novice-driver course provided for those drivers who must take a make-up exam. Under these circumstances, his license would be revoked if he fails the make-up exam. ","True","False","optionT"
"988","A driver must wear a seatbelt and make sure that passengers wear one too, because seatbelts can substantially reduce the risk of injuries in the event of a traffic accident. ","True","False","optionT"
"989","Vehicles must not enter areas designated by the marking shown on the left.  <hr><img src=https://nihondrive.com/uploads/quiz/vehicles-must-not-enter-areas-designated-877.png width=70%> ","True","False","optionT"
"990","When a driver passes people with a white or yellow cane, unattended children, senior citizens or others with difficulty walking, he or she may continue to proceed while warning these people by sounding the vehicle's horn. ","True","False","optionF"
"991","When beginning to overtake a vehicle ahead, in order to finish within a short distance, move as close as possible to the vehicle and then change lanes. ","True","False","optionF"
"993","At an uncontrolled intersection with poor visibility to the left or right, vehicles with right of way must slow down, even when proceeding. ","True","False","optionF"
"994","People who have been issued a semi medium-size driver's license may drive, in addition to semi medium-size vehicles, regular vehicles and light special equipment and mopeds (motorized bicycles.) ","True","False","optionT"
"996","You do not have to slow down when you pass through a corner of a road with an unobstructed view. ","True","False","optionF"
"997","On a road having a halfway line marked with a solid yellow line, you went over the halfway line to overtake the vehicle ahead. ","True","False","optionF"
"998","A vehicle may proceed straddling two vehicular lanes when traffic is congested. ","True","False","optionF"
"1003","A vehicle traveling in a priority lane for route buses, etc., may continue to proceed in the lane when a school bus for nursery school or kindergarten students approaches from behind, as the bus is not a route bus. ","True","False","optionF"
"1004","If there is an  intersection and police officer giving the hand signal for stop, you must stop one meter before the police officer or traffic warden. ","True","False","optionF"
"1005","The car horn is very useful because you can sound the car horn when you give a signal to your colleague driving in the opposite direction, or when you want to let others know that you have arrived. ","True","False","optionF"
"1006","You must always slow down in areas where this sign on the left is designated.  <hr><img src=https://nihondrive.com/uploads/quiz/you-must-always-slow-down-in-areas-where-953.png width=70%> ","True","False","optionF"
"1007","When you drive by a person in a wheelchair, or walking with the aid of a seeing-eye dog, you must stop or slow down. ","True","False","optionT"
